master_id,order_channel,last_order_channel,first_order_date,last_order_date,last_order_date_online,last_order_date_offline,order_num_total_ever_online,order_num_total_ever_offline,customer_value_total_ever_offline,customer_value_total_ever_online,interested_in_categories_12,total_order_num,total_customer_value,recency,tenure,avg_order_value,online_ratio,cluster,ward_cluster
caac0092-53ca-11ea-abe0-000d3a38a36f,Android App,Offline,2020-01-14,2020-07-21,2020-05-28,2020-07-21,1.0,3.0,361.22,119.99,"[AKTIFCOCUK, COCUK]",4.0,481.21000000000004,315,504,120.30250000000001,0.25,0,1
7478ec14-acac-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2018-05-06,2021-01-22,2021-01-22,2020-01-11,2.0,2.0,629.88,159.96,[],4.0,789.84,130,1122,197.46,0.5,1,0
5fb24c0e-135d-11ea-a001-000d3a38a36f,Desktop,Desktop,2019-06-27,2021-03-11,2021-03-11,2019-06-27,1.0,1.0,19.99,174.97,"[AKTIFCOCUK, COCUK]",2.0,194.96,82,705,97.48,0.5,2,0
cabd4898-ac9f-11e9-a2fc-000d3a38a36f,Android App,Android App,2017-08-02,2020-06-15,2020-06-15,2020-03-06,4.0,1.0,100.49,251.96,[ERKEK],5.0,352.45,351,1399,70.49,0.8,0,1
0f29a486-fa43-11e9-b138-000d3a38a36f,Ios App,Ios App,2019-10-29,2021-04-27,2021-04-27,2019-10-29,3.0,1.0,29.99,306.98,[],4.0,336.97,35,581,84.2425,0.75,2,2
56e1d52e-2a2b-11ea-99b3-000d3a38a36f,Android App,Android App,2019-09-19,2021-03-01,2021-03-01,2019-09-19,3.0,1.0,89.99,915.95,[AKTIFSPOR],4.0,1005.94,92,621,251.485,0.75,3,2
c35afd58-a505-11e9-a2fc-000d3a38a36f,Android App,Android App,2017-10-21,2021-04-11,2021-04-11,2020-02-28,4.0,2.0,284.91,562.16,[KADIN],6.0,847.0699999999999,51,1319,141.1783333333333,0.6666666666666666,3,0
c4e445e4-ae3c-11ea-b736-000d3a38a36f,Mobile,Offline,2018-03-26,2020-12-15,2019-12-10,2020-12-15,4.0,2.0,654.97,610.54,"[ERKEK, AKTIFSPOR]",6.0,1265.51,168,1163,210.91833333333332,0.6666666666666666,3,2
12947bf2-affa-11e9-9757-000d3a38a36f,Desktop,Offline,2018-11-05,2020-10-05,2019-03-15,2020-10-05,2.0,2.0,180.48,280.26,[COCUK],4.0,460.74,239,939,115.185,0.5,0,1
c5ccf35a-2d83-11ea-9ae7-000d3a38a36f,Mobile,Mobile,2019-06-30,2021-05-22,2021-05-22,2019-06-30,2.0,1.0,662.86,807.9,[COCUK],3.0,1470.76,10,702,490.25333333333333,0.6666666666666666,3,2
0aeedf24-b184-11e9-89fa-000d3a38a36f,Android App,Android App,2019-10-19,2020-06-19,2020-06-19,2019-10-19,6.0,1.0,230.97,608.0,[KADIN],7.0,838.97,347,591,119.85285714285715,0.8571428571428571,0,1
23b1412e-f4a4-11e9-9346-000d3a38a36f,Android App,Android App,2019-03-30,2020-10-20,2020-10-20,2019-03-30,2.0,1.0,69.99,417.98,[ERKEK],3.0,487.97,224,794,162.65666666666667,0.6666666666666666,0,2
237bf20a-3c3b-11eb-a48e-000d3a38a36f,Android App,Offline,2020-02-20,2021-04-08,2020-12-15,2021-04-08,1.0,2.0,169.98,107.98,[COCUK],3.0,277.96,54,467,92.65333333333332,0.3333333333333333,1,0
ee90490e-e449-11ea-b769-000d3a38a36f,Android App,Android App,2020-08-28,2021-05-05,2021-05-05,2021-01-08,8.0,1.0,99.99,1952.35,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",9.0,2052.3399999999997,27,277,228.03777777777773,0.8888888888888888,3,2
38ceaaba-ac10-11e9-a2fc-000d3a38a36f,Android App,Android App,2017-05-04,2021-02-20,2021-02-20,2020-03-09,11.0,2.0,250.47,1025.08,"[ERKEK, AKTIFSPOR]",13.0,1275.55,101,1489,98.11923076923077,0.8461538461538461,3,0
5a005cce-5bd8-11ea-aa96-000d3a38a36f,Android App,Android App,2020-02-17,2021-05-04,2021-05-04,2020-02-17,5.0,1.0,105.98,1217.9,"[ERKEK, KADIN]",6.0,1323.88,28,470,220.64666666666668,0.8333333333333334,3,2
12dd5428-a5b7-11e9-a2fc-000d3a38a36f,Android App,Android App,2018-06-10,2020-11-29,2020-11-29,2020-11-27,8.0,2.0,359.98,826.37,"[AKTIFCOCUK, ERKEK]",10.0,1186.35,184,1087,118.63499999999999,0.8,3,2
efbaf9ae-a959-11e9-a2fc-000d3a38a36f,Android App,Desktop,2016-11-13,2021-04-18,2021-04-18,2019-08-30,5.0,1.0,119.99,817.94,[AKTIFSPOR],6.0,937.9300000000001,44,1661,156.3216666666667,0.8333333333333334,3,2
e6d8a24a-a838-11e9-a2fc-000d3a38a36f,Android App,Android App,2020-02-01,2021-04-29,2021-04-29,2020-05-10,4.0,4.0,403.44,681.64,[ERKEK],8.0,1085.08,33,486,135.635,0.5,1,0
a1d30df0-644b-11ea-a6dc-000d3a38a36f,Android App,Offline,2019-12-30,2021-05-19,2020-03-23,2021-05-19,2.0,4.0,618.06,212.48,[KADIN],6.0,830.54,13,519,138.42333333333332,0.3333333333333333,1,0
594e4ba6-0691-11eb-8ffc-000d3a38a36f,Android App,Android App,2020-11-12,2021-05-16,2021-05-16,2021-03-27,3.0,1.0,49.99,431.97,[AKTIFSPOR],4.0,481.96000000000004,16,201,120.49000000000001,0.75,2,0
d2930dca-a9dc-11e9-a2fc-000d3a38a36f,Mobile,Offline,2016-04-25,2021-03-24,2019-05-01,2021-03-24,2.0,6.0,915.64,703.85,"[KADIN, AKTIFSPOR]",8.0,1619.49,69,1863,202.43625,0.25,1,0
bf7db658-5418-11eb-9e65-000d3a38a36f,Mobile,Mobile,2021-01-11,2021-05-27,2021-05-27,2021-01-11,1.0,1.0,94.98,223.98,"[AKTIFCOCUK, KADIN]",2.0,318.96,5,141,159.48,0.5,2,0
13fb6750-7f50-11ea-80af-000d3a38a36f,Desktop,Desktop,2020-05-17,2020-12-06,2020-12-06,2020-05-17,1.0,1.0,350.96,127.99,[AKTIFSPOR],2.0,478.95,177,380,239.475,0.5,0,0
9e444422-ad32-11e9-a2fc-000d3a38a36f,Android App,Android App,2018-06-24,2020-12-23,2020-12-23,2020-07-17,4.0,3.0,282.94,1246.85,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]",7.0,1529.79,160,1073,218.54142857142855,0.5714285714285714,3,0
26f4a60c-bd24-11ea-aa61-000d3a38a36f,Android App,Offline,2020-07-03,2021-01-08,2020-07-14,2021-01-08,7.0,1.0,80.88,551.93,"[KADIN, AKTIFSPOR]",8.0,632.81,144,333,79.10125,0.875,3,2
7efca4fc-a9d5-11e9-a2fc-000d3a38a36f,Android App,Android App,2016-04-21,2021-04-28,2021-04-28,2019-03-30,6.0,1.0,99.98,1201.58,[AKTIFCOCUK],7.0,1301.56,34,1867,185.93714285714285,0.8571428571428571,3,2
1782e9fa-9ebb-11e9-9897-000d3a38a36f,Mobile,Desktop,2015-04-19,2020-10-08,2020-10-08,2019-12-16,15.0,1.0,149.99,1831.52,[],16.0,1981.51,236,2235,123.844375,0.9375,3,2
ad983078-9b25-11ea-a27a-000d3a38a36f,Android App,Android App,2020-04-23,2021-02-16,2021-02-16,2020-07-19,2.0,1.0,50.49,203.97,"[KADIN, AKTIFSPOR]",3.0,254.46,105,404,84.82000000000001,0.6666666666666666,2,2
bafb6a6a-f7c8-11e9-841e-000d3a38a36f,Android App,Android App,2019-10-26,2021-04-26,2021-04-26,2020-03-08,4.0,2.0,280.72,919.05,[COCUK],6.0,1199.77,36,584,199.96166666666667,0.6666666666666666,3,0
b9d7f9b6-a0cd-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-02-07,2020-09-23,2020-09-23,2019-10-13,1.0,2.0,400.97,89.98,[KADIN],3.0,490.95000000000005,251,845,163.65,0.3333333333333333,0,1
9e77c348-4c87-11ea-a626-000d3a38a36f,Android App,Android App,2019-08-05,2020-06-04,2020-06-04,2019-08-05,1.0,1.0,14.99,300.98,"[KADIN, AKTIFSPOR]",2.0,315.97,362,666,157.985,0.5,0,1
4a2c26de-26bd-11ea-aaaa-000d3a38a36f,Mobile,Mobile,2019-02-17,2021-01-10,2021-01-10,2019-02-17,1.0,1.0,222.95,83.92,[],2.0,306.87,142,835,153.435,0.5,2,0
75e03310-b11a-11e9-9757-000d3a38a36f,Android App,Android App,2019-05-16,2021-02-07,2021-02-07,2020-02-06,2.0,1.0,109.99,229.97,[COCUK],3.0,339.96,114,747,113.32,0.6666666666666666,2,2
d222ec0a-2800-11ea-a043-000d3a38a36f,Mobile,Mobile,2019-07-12,2020-11-26,2020-11-26,2020-02-14,1.0,4.0,621.19,169.97,[KADIN],5.0,791.1600000000001,187,690,158.23200000000003,0.2,1,1
3d25053e-afe7-11e9-9757-000d3a38a36f,Mobile,Offline,2018-12-21,2021-04-29,2019-01-03,2021-04-29,3.0,1.0,19.98,466.91,[COCUK],4.0,486.89000000000004,33,893,121.72250000000001,0.75,2,2
0353da80-9edd-11e9-9897-000d3a38a36f,Desktop,Desktop,2019-03-30,2020-06-11,2020-06-11,2020-02-18,1.0,3.0,239.97,136.98,[ERKEK],4.0,376.95,355,794,94.2375,0.25,0,1
9517bebc-1171-11ea-9f3a-000d3a38a36f,Android App,Android App,2019-08-25,2021-02-16,2021-02-16,2019-08-25,5.0,1.0,59.99,647.82,"[AKTIFCOCUK, AKTIFSPOR]",6.0,707.8100000000001,105,646,117.96833333333335,0.8333333333333334,3,2
52dde23c-a8bd-11e9-a2fc-000d3a38a36f,Android App,Android App,2015-06-23,2021-05-04,2021-05-04,2019-07-15,18.0,3.0,211.95,3775.21,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",21.0,3987.16,28,2170,189.8647619047619,0.8571428571428571,3,2
dabc03a8-acc5-11e9-a2fc-000d3a38a36f,Desktop,Offline,2018-08-13,2020-09-06,2018-10-17,2020-09-06,7.0,1.0,69.99,471.86,[AKTIFSPOR],8.0,541.85,268,1023,67.73125,0.875,0,2
53206d4c-190f-11ea-9213-000d3a38a36f,Mobile,Desktop,2015-03-30,2020-10-13,2020-10-13,2019-11-25,37.0,1.0,149.99,5426.48,"[COCUK, KADIN, AKTIFSPOR]",38.0,5576.469999999999,231,2255,146.74921052631578,0.9736842105263158,3,2
da9aa7c4-6653-11ea-82da-000d3a38a36f,Mobile,Mobile,2020-03-14,2020-12-11,2020-12-11,2020-03-14,2.0,1.0,149.98,283.4,[],3.0,433.38,172,444,144.46,0.6666666666666666,2,2
3664f826-5b4a-11ea-a894-000d3a38a36f,Android App,Offline,2020-02-02,2020-10-01,2020-09-27,2020-10-01,2.0,2.0,183.58,722.43,"[ERKEK, KADIN, AKTIFSPOR]",4.0,906.01,243,485,226.5025,0.5,0,0
63494fac-a2ce-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-03-19,2021-03-12,2021-03-12,2019-03-19,1.0,1.0,99.99,208.11,"[AKTIFCOCUK, AKTIFSPOR]",2.0,308.1,81,805,154.05,0.5,2,0
e8cc1904-af6f-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2018-12-23,2021-03-11,2021-03-11,2020-01-27,4.0,2.0,249.98,799.27,[],6.0,1049.25,82,891,174.875,0.6666666666666666,3,0
074cc6de-a6ca-11e9-a2fc-000d3a38a36f,Android App,Mobile,2014-03-09,2021-05-03,2021-05-03,2020-01-25,8.0,1.0,53.48,758.51,[AKTIFSPOR],9.0,811.99,29,2641,90.22111111111111,0.8888888888888888,3,2
c7a88448-7493-11eb-8577-000d3a38a36f,Mobile,Offline,2021-02-20,2021-03-23,2021-02-20,2021-03-23,1.0,2.0,615.4,264.99,[],3.0,880.39,70,101,293.4633333333333,0.3333333333333333,1,0
d4a3a80a-5b92-11ea-9971-000d3a38a36f,Android App,Android App,2020-01-23,2021-01-17,2021-01-17,2020-01-24,2.0,2.0,149.97,151.97,[AKTIFSPOR],4.0,301.94,135,495,75.485,0.5,2,0
b06dd3a4-4d71-11ea-9c12-000d3a38a36f,Mobile,Mobile,2019-10-07,2020-11-10,2020-11-10,2019-10-07,1.0,1.0,149.99,215.09,[AKTIFCOCUK],2.0,365.08000000000004,203,603,182.54000000000002,0.5,0,0
a45a7b14-5b25-11ea-bc39-000d3a38a36f,Android App,Android App,2020-01-22,2020-12-15,2020-12-15,2020-01-22,3.0,1.0,113.74,459.88,[AKTIFSPOR],4.0,573.62,168,496,143.405,0.75,3,2
e8f209bc-aa19-11e9-a2fc-000d3a38a36f,Android App,Android App,2017-03-30,2021-05-29,2021-05-29,2020-01-01,8.0,2.0,414.97,1610.9,[],10.0,2025.8700000000001,3,1524,202.58700000000002,0.8,3,0
bf714d6a-c795-11ea-b753-000d3a38a36f,Mobile,Mobile,2020-07-16,2021-05-03,2021-05-03,2020-07-16,1.0,1.0,80.49,328.33,"[ERKEK, AKTIFSPOR]",2.0,408.82,29,320,204.41,0.5,2,0
c9b14b72-2470-11ea-a30f-000d3a38a36f,Mobile,Mobile,2019-10-07,2021-01-04,2021-01-04,2019-10-15,1.0,2.0,293.96,289.9,[AKTIFSPOR],3.0,583.8599999999999,148,603,194.61999999999998,0.3333333333333333,1,0
6f686738-394f-11ea-85d6-000d3a38a36f,Android App,Android App,2019-11-10,2020-11-07,2020-11-07,2020-07-17,2.0,2.0,189.98,143.98,"[COCUK, AKTIFSPOR]",4.0,333.96,206,569,83.49,0.5,0,1
4bf528e8-5422-11ea-b1db-000d3a38a36f,Android App,Offline,2020-01-11,2021-05-17,2020-05-24,2021-05-17,1.0,2.0,450.95,126.98,[],3.0,577.93,15,507,192.64333333333332,0.3333333333333333,1,0
7e516b84-d60b-11e9-93bc-000d3a38a36f,Mobile,Mobile,2019-10-08,2021-04-14,2021-04-14,2019-10-08,1.0,1.0,59.99,118.55,[KADIN],2.0,178.54,48,602,89.27,0.5,2,0
c700d9a8-9f08-11e9-9897-000d3a38a36f,Mobile,Mobile,2019-03-18,2020-11-24,2020-11-24,2020-06-16,1.0,3.0,374.96,104.98,"[ERKEK, COCUK]",4.0,479.94,189,806,119.985,0.25,1,1
2325abc2-5b52-11ea-ba23-000d3a38a36f,Mobile,Mobile,2020-01-22,2020-11-06,2020-11-06,2020-01-22,1.0,1.0,24.99,45.99,[KADIN],2.0,70.98,207,496,35.49,0.5,0,0
984adeae-a716-11e9-a2fc-000d3a38a36f,Desktop,Offline,2014-11-09,2021-03-23,2014-11-09,2021-03-23,1.0,3.0,406.41,89.99,"[COCUK, KADIN]",4.0,496.40000000000003,70,2396,124.10000000000001,0.25,1,0
8b0c95bc-dfd6-11ea-9c1f-000d3a38a36f,Ios App,Ios App,2020-11-20,2021-04-19,2021-04-19,2020-11-20,1.0,1.0,219.99,170.99,[AKTIFSPOR],2.0,390.98,43,193,195.49,0.5,2,0
eb65991a-46eb-11ea-b6c0-000d3a38a36f,Android App,Offline,2019-11-22,2021-02-25,2020-11-24,2021-02-25,3.0,3.0,329.95,522.94,"[ERKEK, KADIN]",6.0,852.8900000000001,96,557,142.14833333333334,0.5,1,0
86165376-a5d6-11e9-a2fc-000d3a38a36f,Ios App,Offline,2017-10-08,2020-08-13,2020-04-04,2020-08-13,5.0,1.0,139.99,453.17,[AKTIFSPOR],6.0,593.1600000000001,292,1332,98.86000000000001,0.8333333333333334,0,2
174c9688-15ea-11ea-aa74-000d3a38a36f,Android App,Android App,2019-04-30,2021-03-17,2021-03-17,2019-04-30,3.0,1.0,94.98,359.94,[AKTIFSPOR],4.0,454.92,76,763,113.73,0.75,2,2
01fa53ea-fbd9-11e9-b138-000d3a38a36f,Mobile,Mobile,2019-10-31,2020-12-20,2020-12-20,2019-10-31,2.0,1.0,205.96,643.96,[ERKEK],3.0,849.9200000000001,163,579,283.3066666666667,0.6666666666666666,2,2
868e3746-7f61-11ea-80af-000d3a38a36f,Android App,Offline,2020-04-16,2021-03-07,2020-04-16,2021-03-07,1.0,2.0,339.97,167.99,[],3.0,507.96000000000004,86,411,169.32000000000002,0.3333333333333333,1,0
f3a983d0-abdb-11e9-a2fc-000d3a38a36f,Mobile,Offline,2017-04-05,2021-01-20,2018-12-25,2021-01-20,2.0,4.0,291.93,129.98,[KADIN],6.0,421.90999999999997,132,1518,70.31833333333333,0.3333333333333333,1,0
31a534e0-2ea8-11eb-bf6c-000d3a38a36f,Ios App,Ios App,2020-11-26,2021-05-26,2021-05-26,2020-12-02,2.0,2.0,549.98,324.98,[AKTIFSPOR],4.0,874.96,6,187,218.74,0.5,2,0
1d17505c-15eb-11ea-aa74-000d3a38a36f,Mobile,Mobile,2019-09-24,2021-02-24,2021-02-24,2020-12-29,1.0,2.0,165.72,354.99,"[COCUK, AKTIFSPOR]",3.0,520.71,97,616,173.57000000000002,0.3333333333333333,1,0
f295c670-aa73-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-07-05,2021-05-08,2021-05-08,2019-07-05,4.0,1.0,29.99,501.62,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",5.0,531.61,24,697,106.322,0.8,3,2
7ba65e34-1d0b-11ea-a490-000d3a38a36f,Mobile,Mobile,2019-10-15,2020-12-07,2020-12-07,2019-10-15,1.0,1.0,99.99,184.99,[AKTIFSPOR],2.0,284.98,176,595,142.49,0.5,2,0
2681d470-2b7e-11ea-9d27-000d3a38a36f,Android App,Android App,2019-11-30,2020-12-14,2020-12-14,2019-11-30,2.0,1.0,189.98,223.98,"[ERKEK, COCUK]",3.0,413.96,169,549,137.98666666666665,0.6666666666666666,2,2
94c2e4ac-8d6b-11ea-8f41-000d3a38a36f,Desktop,Desktop,2020-11-17,2020-11-27,2020-11-27,2020-11-17,1.0,1.0,164.98,94.99,"[KADIN, AKTIFSPOR]",2.0,259.96999999999997,186,196,129.98499999999999,0.5,0,0
227bdeda-b053-11e9-9757-000d3a38a36f,Android App,Android App,2019-10-16,2021-05-22,2021-05-22,2019-10-16,2.0,1.0,89.99,343.77,[],3.0,433.76,10,594,144.58666666666667,0.6666666666666666,2,2
8b0d0c36-d6f4-11e9-93bc-000d3a38a36f,Ios App,Mobile,2019-07-21,2020-11-23,2020-11-23,2020-02-15,6.0,2.0,200.47,1677.76,"[ERKEK, COCUK, KADIN]",8.0,1878.23,190,681,234.77875,0.75,3,2
e4c4d308-4959-11ea-8a4f-000d3a38a36f,Mobile,Mobile,2019-08-13,2020-11-17,2020-11-17,2019-08-13,1.0,1.0,59.97,129.99,[ERKEK],2.0,189.96,196,658,94.98,0.5,0,0
c0f95e1e-2ba2-11ea-853d-000d3a38a36f,Mobile,Mobile,2019-11-30,2020-10-11,2020-10-11,2020-01-25,3.0,1.0,69.99,684.96,"[ERKEK, KADIN]",4.0,754.95,233,549,188.7375,0.75,0,2
ee740db0-18ee-11ea-9213-000d3a38a36f,Android App,Offline,2019-11-29,2021-05-18,2020-04-15,2021-05-18,2.0,1.0,449.99,452.4,[AKTIFSPOR],3.0,902.39,14,550,300.7966666666667,0.6666666666666666,2,2
7ece3188-9f91-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-02-16,2020-11-23,2020-11-23,2019-04-23,8.0,2.0,239.97,1215.1,[AKTIFSPOR],10.0,1455.07,190,836,145.507,0.8,3,2
7c7addd8-b254-11ea-b736-000d3a38a36f,Android App,Android App,2020-06-19,2021-02-07,2021-02-07,2020-06-19,1.0,1.0,299.99,176.49,[AKTIFSPOR],2.0,476.48,114,347,238.24,0.5,2,0
c23fdb34-b1dd-11e9-89fa-000d3a38a36f,Mobile,Offline,2019-07-22,2020-06-20,2019-07-23,2020-06-20,1.0,2.0,299.73,134.99,"[ERKEK, KADIN]",3.0,434.72,346,680,144.90666666666667,0.3333333333333333,0,1
6a7aceaa-f35e-11e9-9346-000d3a38a36f,Ios App,Ios App,2019-10-20,2021-01-27,2021-01-27,2019-10-20,4.0,1.0,119.99,585.34,[KADIN],5.0,705.33,125,590,141.066,0.8,3,2
424792f4-5be3-11ea-9632-000d3a38a36f,Mobile,Offline,2019-12-27,2021-01-04,2020-04-08,2021-01-04,1.0,5.0,670.33,119.99,"[KADIN, AKTIFSPOR]",6.0,790.32,148,522,131.72,0.16666666666666666,1,0
b627ade0-a931-11e9-a2fc-000d3a38a36f,Ios App,Offline,2017-03-20,2020-12-17,2020-06-15,2020-12-17,2.0,1.0,45.48,350.96,"[KADIN, AKTIFSPOR]",3.0,396.44,166,1534,132.14666666666668,0.6666666666666666,2,2
af1ca10c-2bc4-11ea-91ab-000d3a38a36f,Android App,Android App,2019-11-09,2021-04-28,2021-04-28,2020-11-01,5.0,4.0,488.39,1183.88,"[COCUK, KADIN]",9.0,1672.27,34,570,185.80777777777777,0.5555555555555556,3,0
469e2516-a9ff-11e9-a2fc-000d3a38a36f,Mobile,Offline,2018-12-02,2020-10-29,2018-12-02,2020-10-29,1.0,2.0,469.95,648.98,"[KADIN, AKTIFSPOR]",3.0,1118.93,215,912,372.9766666666667,0.3333333333333333,0,1
7cd17a2e-72f0-11ea-92d0-000d3a38a36f,Android App,Android App,2020-02-15,2021-04-12,2021-04-12,2020-02-15,2.0,1.0,139.98,366.85,[AKTIFCOCUK],3.0,506.83000000000004,50,472,168.94333333333336,0.6666666666666666,2,2
63ea5cf4-5461-11ea-b1db-000d3a38a36f,Mobile,Mobile,2019-12-15,2021-01-17,2021-01-17,2020-10-11,1.0,3.0,191.2,214.97,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]",4.0,406.16999999999996,135,534,101.54249999999999,0.25,1,0
67224766-9e85-11e9-9897-000d3a38a36f,Mobile,Offline,2016-02-28,2021-03-06,2016-08-25,2021-03-06,2.0,2.0,219.97,404.97,[KADIN],4.0,624.94,87,1920,156.235,0.5,1,0
5f6632fa-98c9-11ea-b97a-000d3a38a36f,Ios App,Ios App,2020-05-17,2020-06-28,2020-06-28,2020-05-17,1.0,1.0,190.48,119.99,[ERKEK],2.0,310.46999999999997,338,380,155.23499999999999,0.5,0,1
cff0022e-a8df-11e9-a2fc-000d3a38a36f,Desktop,Offline,2016-05-23,2020-08-11,2016-05-23,2020-08-11,1.0,2.0,221.2,98.03,[KADIN],3.0,319.23,294,1835,106.41000000000001,0.3333333333333333,0,1
4188b24a-2915-11ea-b87a-000d3a38a36f,Ios App,Offline,2019-08-29,2020-11-13,2020-04-11,2020-11-13,1.0,3.0,205.47,233.97,"[ERKEK, AKTIFSPOR]",4.0,439.44,200,642,109.86,0.25,1,1
1e331f50-5be8-11ea-a869-000d3a38a36f,Mobile,Mobile,2020-01-05,2021-05-08,2021-05-08,2020-01-05,1.0,1.0,69.99,230.48,[],2.0,300.46999999999997,24,513,150.23499999999999,0.5,2,0
4bb3a040-acc9-11e9-a2fc-000d3a38a36f,Mobile,Offline,2018-05-10,2020-12-22,2018-05-10,2020-12-22,2.0,1.0,40.49,39.98,[COCUK],3.0,80.47,161,1118,26.823333333333334,0.6666666666666666,2,2
de52922c-d62b-11e9-93bc-000d3a38a36f,Android App,Android App,2019-08-17,2021-05-19,2021-05-19,2019-08-17,3.0,1.0,439.97,556.34,[ERKEK],4.0,996.3100000000001,13,654,249.07750000000001,0.75,3,2
14ce2424-5692-11ea-b9b9-000d3a38a36f,Mobile,Offline,2019-12-09,2021-02-08,2019-12-09,2021-02-08,1.0,2.0,390.47,169.99,[AKTIFSPOR],3.0,560.46,113,540,186.82000000000002,0.3333333333333333,1,0
2f97437a-ddd5-11e9-a848-000d3a38a36f,Android App,Android App,2019-09-21,2020-11-08,2020-11-08,2020-01-21,2.0,2.0,219.97,359.96,[AKTIFSPOR],4.0,579.93,205,619,144.9825,0.5,0,0
c19a7a0c-b121-11e9-9757-000d3a38a36f,Mobile,Mobile,2019-02-24,2021-05-03,2021-05-03,2020-07-11,5.0,4.0,723.68,1471.61,"[ERKEK, COCUK, KADIN]",9.0,2195.29,29,828,243.92111111111112,0.5555555555555556,3,0
6ca297b2-299b-11ea-b87a-000d3a38a36f,Desktop,Offline,2019-10-12,2020-12-23,2020-08-11,2020-12-23,1.0,5.0,500.64,149.5,[KADIN],6.0,650.14,160,598,108.35666666666667,0.16666666666666666,1,1
1f6e2060-bc44-11ea-aa61-000d3a38a36f,Android App,Android App,2020-07-02,2020-11-27,2020-11-27,2020-07-02,1.0,1.0,49.99,631.91,"[ERKEK, KADIN, AKTIFSPOR]",2.0,681.9,186,334,340.95,0.5,0,0
a0fb11e0-79f1-11eb-acf5-000d3a38a36f,Ios App,Offline,2021-02-28,2021-03-11,2021-02-28,2021-03-11,1.0,2.0,260.85,179.99,"[KADIN, AKTIFSPOR]",3.0,440.84000000000003,82,93,146.9466666666667,0.3333333333333333,1,0
40621922-abbd-11e9-a2fc-000d3a38a36f,Mobile,Offline,2017-03-19,2021-04-19,2019-01-16,2021-04-19,3.0,2.0,324.98,419.97,[AKTIFSPOR],5.0,744.95,43,1535,148.99,0.6,3,0
bee5414c-aff1-11e9-9757-000d3a38a36f,Mobile,Offline,2019-03-16,2021-02-08,2019-03-16,2021-02-08,1.0,2.0,290.96,180.18,[ERKEK],3.0,471.14,113,808,157.04666666666665,0.3333333333333333,1,0
96b8c1a4-5423-11ea-b1db-000d3a38a36f,Ios App,Ios App,2020-02-03,2020-09-21,2020-09-21,2020-02-03,1.0,1.0,93.48,129.99,[ERKEK],2.0,223.47000000000003,253,484,111.73500000000001,0.5,0,0
a1b5f600-ee05-11e9-9346-000d3a38a36f,Android App,Android App,2019-10-12,2021-03-08,2021-03-08,2019-10-12,1.0,1.0,79.99,91.0,[ERKEK],2.0,170.99,85,598,85.495,0.5,2,0
775f5d20-5bd2-11ea-94c9-000d3a38a36f,Desktop,Offline,2020-01-18,2020-06-30,2020-05-05,2020-06-30,2.0,2.0,279.97,227.96,"[KADIN, AKTIFSPOR]",4.0,507.93000000000006,336,500,126.98250000000002,0.5,0,1
2902ff9c-ff2a-11e9-a5e8-000d3a38a36f,Desktop,Offline,2019-10-08,2020-11-04,2019-10-08,2020-11-04,1.0,1.0,399.95,76.49,"[ERKEK, KADIN]",2.0,476.44,209,602,238.22,0.5,0,0
e75af9e2-f31b-11e9-9346-000d3a38a36f,Android App,Android App,2019-10-20,2021-04-12,2021-04-12,2019-10-20,1.0,1.0,39.99,203.48,[],2.0,243.47,50,590,121.735,0.5,2,0
9b721bcc-1d06-11ea-a490-000d3a38a36f,Android App,Desktop,2019-10-01,2020-11-13,2020-11-13,2019-10-29,2.0,2.0,189.98,260.98,[AKTIFSPOR],4.0,450.96000000000004,200,609,112.74000000000001,0.5,0,1
250d73c8-b10e-11e9-9757-000d3a38a36f,Mobile,Offline,2019-05-11,2020-06-08,2019-05-11,2020-06-08,1.0,3.0,170.47,79.99,[COCUK],4.0,250.45999999999998,358,752,62.614999999999995,0.25,0,1
f96a64a0-4c22-11ea-a626-000d3a38a36f,Android App,Android App,2019-11-16,2021-01-23,2021-01-23,2019-11-16,2.0,2.0,39.98,419.88,[AKTIFSPOR],4.0,459.86,129,563,114.965,0.5,2,0
56d9a48a-5b09-11ea-9828-000d3a38a36f,Android App,Android App,2020-02-26,2021-05-19,2021-05-19,2020-02-26,1.0,1.0,130.73,246.38,[],2.0,377.11,13,461,188.555,0.5,2,0
f8b5585c-530d-11ea-acd3-000d3a38a36f,Android App,Android App,2019-12-28,2020-09-10,2020-09-10,2019-12-28,2.0,1.0,140.74,125.68,[ERKEK],3.0,266.42,264,521,88.80666666666667,0.6666666666666666,0,2
3311ca8a-543f-11ea-b1db-000d3a38a36f,Mobile,Mobile,2019-12-15,2021-05-30,2021-05-30,2019-12-18,6.0,2.0,119.98,548.41,[],8.0,668.39,2,534,83.54875,0.75,3,2
